Sales_Person,Geo,Product_ID,Date,Amount,Customers,Boxes
SP18,G1,P22,07/15/21,210,125,10
SP05,G6,P15,03/16/22,3052,91,114
SP15,G2,P15,01/26/22,875,25,34
SP11,G3,P20,04/07/21,7966,169,469
SP09,G1,P12,08/27/21,2023,262,81
SP13,G3,P01,10/07/21,462,277,39
SP10,G5,P04,03/18/22,882,46,52
SP09,G5,P06,02/16/22,777,209,52
SP15,G1,P19,06/07/21,973,416,45
SP10,G6,P12,02/28/22,1519,401,64
SP25,G5,P17,10/29/21,13699,85,1246
SP09,G2,P14,10/08/21,5628,200,626
SP17,G6,P09,11/16/21,4025,192,504
SP03,G1,P18,12/02/21,476,117,60
SP05,G1,P18,02/22/22,2898,583,414
SP06,G5,P10,08/18/21,4158,191,208
SP16,G5,P11,01/05/22,4214,113,211
SP14,G6,P19,05/19/21,2779,52,133
SP16,G2,P02,08/31/21,18970,75,759
SP09,G6,P06,07/19/21,5285,322,311
SP05,G3,P09,02/07/22,9296,402,846
SP20,G1,P10,11/04/21,11144,191,558
SP21,G4,P09,04/01/21,3577,230,326
SP07,G3,P04,03/18/21,8939,65,526
SP13,G5,P12,02/19/21,5516,185,240
SP14,G6,P10,02/21/22,3143,214,166
SP11,G1,P17,05/10/21,49,51,5
SP06,G5,P15,04/23/21,13167,235,507
SP02,G2,P05,07/15/21,15729,130,926
SP04,G6,P01,08/20/21,2898,27,290
SP05,G5,P09,10/21/21,10738,277,1343
SP17,G1,P07,02/26/21,2898,107,132
SP12,G6,P05,10/01/21,4165,238,245
SP18,G4,P03,12/21/21,2450,192,175
SP25,G3,P01,12/31/21,1645,118,150
SP20,G6,P20,02/01/21,3815,270,255
SP03,G6,P16,11/22/21,847,216,142
SP13,G2,P04,02/18/22,5243,4,328
SP11,G1,P16,09/13/21,8057,149,1151
SP08,G2,P21,09/02/21,6349,545,454
SP08,G1,P07,12/14/21,7931,516,361
SP20,G5,P12,11/17/21,987,186,43
SP19,G1,P02,06/23/21,6174,140,238
SP18,G1,P17,02/02/21,2905,63,291
SP02,G6,P06,03/24/22,14791,8,871
SP08,G6,P07,07/15/21,13321,92,580
SP14,G1,P16,02/23/21,1379,117,230
SP12,G1,P02,01/11/21,11473,108,479
SP15,G6,P18,11/23/21,5103,50,567
SP01,G2,P12,03/29/21,4998,33,218
SP22,G6,P01,01/13/22,4151,133,378
SP02,G6,P01,03/29/22,8197,395,684
SP04,G3,P17,10/05/21,14238,177,1295
SP06,G6,P08,04/16/21,4333,17,310
SP12,G2,P04,05/11/21,8456,419,529
SP02,G1,P08,10/15/21,9212,389,709
SP16,G6,P06,03/04/21,2611,333,187
SP04,G4,P05,01/14/22,12887,164,679
SP22,G1,P19,01/13/22,4032,113,192
SP19,G2,P04,02/04/22,12089,280,672
SP05,G6,P13,05/05/21,9100,336,455
SP16,G2,P12,09/27/21,1687,117,71
SP11,G5,P05,03/01/22,9891,25,521
SP16,G3,P05,03/03/21,7455,13,466
SP06,G4,P21,09/09/21,13734,173,1057
SP11,G5,P08,01/07/22,12915,220,1175
SP20,G1,P03,03/19/21,10871,269,777
SP05,G2,P12,11/08/21,6482,53,295
SP12,G5,P02,06/18/21,2667,98,107
SP04,G3,P09,01/18/22,3619,334,362
SP19,G5,P13,03/29/22,5768,434,263
SP12,G4,P05,04/23/21,1351,188,76
SP03,G6,P07,03/11/21,3010,28,137
SP21,G4,P15,12/02/21,7371,93,295
SP10,G2,P08,11/09/21,1274,97,116
SP09,G5,P20,04/07/21,1946,324,109
SP25,G5,P04,08/05/21,8043,331,474
SP15,G5,P21,01/20/22,21140,19,1510
SP05,G5,P18,08/10/21,3626,33,454
SP08,G1,P19,02/16/21,9086,88,379
SP06,G2,P01,07/30/21,1267,124,106
SP10,G4,P02,09/03/21,2513,113,101
SP16,G6,P04,01/28/21,1218,10,82
SP03,G5,P15,01/01/21,2086,11,87
SP03,G5,P06,01/08/21,7798,34,459
SP12,G6,P06,01/19/21,3031,16,217
SP19,G1,P20,01/18/22,3801,303,224
SP17,G4,P01,03/17/21,1673,110,140
SP16,G3,P15,10/18/21,8953,69,359
SP15,G4,P16,09/22/21,1575,83,263
SP10,G1,P18,03/29/22,3710,281,530
SP17,G6,P17,02/18/21,7196,32,655
SP12,G1,P09,10/21/21,17192,239,2149
SP11,G5,P09,04/28/21,4697,103,427
SP16,G2,P07,01/25/21,329,147,14
SP16,G3,P01,08/06/21,9268,129,773
SP15,G5,P19,02/05/21,12642,374,527
SP03,G2,P08,09/13/21,9618,236,802
SP11,G1,P11,11/10/21,679,210,33
SP07,G5,P11,02/07/22,1204,258,55
SP18,G4,P13,02/01/21,6671,352,334
SP03,G3,P19,02/12/21,8659,211,394
SP13,G6,P19,02/02/21,1505,133,69
SP04,G3,P02,02/07/22,4893,445,204
SP21,G6,P17,07/14/21,4172,84,321
SP02,G4,P14,09/13/21,11123,172,1236
SP15,G5,P01,04/23/21,2702,59,226
SP19,G3,P21,08/23/21,13265,242,948
SP24,G1,P11,11/17/21,5103,178,256
SP13,G5,P17,02/03/21,1806,257,139
SP08,G3,P08,11/11/21,6013,401,463
SP16,G4,P11,01/01/21,3045,25,153
SP06,G3,P03,01/06/21,6937,126,534
SP15,G5,P17,05/05/21,4109,263,317
SP10,G3,P02,03/31/21,17339,42,667
SP19,G5,P19,07/08/21,7546,12,343
SP01,G1,P18,05/03/21,6475,180,810
SP25,G4,P04,05/27/21,7259,420,427
SP13,G4,P11,09/15/21,8036,113,383
SP10,G6,P07,01/25/21,3738,49,156
SP03,G2,P15,04/02/21,70,163,3
SP08,G5,P01,12/31/21,2940,458,268
SP03,G2,P01,03/03/21,15736,263,1431
SP20,G1,P04,11/02/21,13069,132,727
SP13,G6,P15,02/03/22,5915,424,237
SP25,G1,P13,09/29/21,6573,92,346
SP11,G5,P19,01/19/21,5117,51,233
SP19,G1,P03,07/15/21,3052,77,218
SP23,G5,P03,01/05/22,8764,78,675
SP05,G2,P07,04/07/21,6615,54,288
SP04,G5,P21,10/21/21,14637,21,1046
SP23,G5,P19,11/08/21,2394,235,100
SP18,G5,P13,12/14/21,7322,226,367
SP05,G4,P13,10/04/21,5621,23,296
SP17,G5,P06,11/10/21,5320,172,380
SP24,G1,P06,12/06/21,12439,128,732
SP23,G2,P21,02/09/22,3003,129,215
SP08,G4,P12,08/27/21,13244,129,576
SP11,G5,P22,02/22/22,8757,73,365
SP12,G1,P07,03/08/22,6419,142,268
SP08,G2,P14,11/08/21,5005,41,501
SP19,G6,P09,02/11/21,4025,444,504
SP15,G3,P13,09/27/21,8127,215,370
SP18,G3,P08,12/07/21,3178,72,227
SP07,G1,P08,11/05/21,7378,255,615
SP05,G1,P22,12/20/21,3521,122,154
SP23,G6,P13,08/20/21,6517,298,326
SP07,G5,P16,04/19/21,588,375,98
SP16,G4,P05,02/11/21,1064,242,60
SP13,G4,P18,05/25/21,3689,106,527
SP19,G4,P03,09/27/21,6671,636,514
SP16,G5,P16,03/16/22,11200,33,1867
SP05,G1,P04,04/19/21,6237,57,367
SP22,G2,P01,03/23/22,6251,306,626
SP11,G2,P04,11/03/21,1365,139,81
SP08,G6,P21,12/13/21,2275,116,152
SP10,G3,P20,03/01/21,2443,24,136
SP11,G3,P22,12/10/21,5880,176,256
SP22,G5,P09,12/31/21,8722,235,873
SP21,G2,P18,11/25/21,833,143,105
SP15,G5,P16,01/07/21,1988,123,332
SP17,G3,P22,09/13/21,1897,363,76
SP24,G1,P21,10/21/21,1666,296,112
SP24,G1,P03,03/09/21,5649,389,471
SP06,G3,P22,01/28/21,2058,227,86
SP07,G1,P17,03/10/21,6482,99,541
SP12,G1,P20,09/06/21,3745,111,221
SP16,G3,P02,12/21/21,9835,105,394
SP15,G5,P22,05/10/21,4641,357,194
SP06,G3,P09,04/23/21,5166,160,517
SP02,G4,P13,08/19/21,336,7,16
SP21,G3,P19,09/21/21,4620,198,210
SP22,G4,P14,08/12/21,5362,559,537
SP22,G4,P01,04/16/21,4788,110,479
SP15,G5,P08,06/29/21,7588,282,542
SP13,G5,P08,12/17/21,11515,193,1047
SP11,G3,P21,02/02/22,3374,63,225
SP21,G2,P10,03/30/21,2051,354,121
SP09,G6,P15,03/16/22,9443,153,364
SP05,G4,P17,11/22/21,6216,180,518
SP13,G6,P03,06/15/21,13433,88,1034
SP23,G3,P19,10/15/21,5817,168,243
SP16,G5,P08,02/15/21,4669,12,360
SP19,G6,P07,12/27/21,1365,25,55
SP04,G2,P15,03/11/21,931,69,35
SP09,G4,P08,09/14/21,728,442,67
SP08,G1,P03,08/11/21,9002,86,751
SP16,G4,P16,07/08/21,8365,208,1395
SP13,G4,P15,11/02/21,6762,208,261
SP07,G4,P01,04/23/21,11655,136,1060
SP24,G2,P07,01/05/21,1134,162,50
SP12,G6,P04,01/19/21,13503,84,795
SP21,G2,P12,02/15/21,7868,193,343
SP06,G1,P06,03/04/22,8141,145,509
SP10,G5,P18,02/23/21,8659,57,963
SP23,G2,P09,01/26/21,9807,238,892
SP03,G1,P13,11/24/21,12726,428,579
SP14,G2,P21,04/01/21,77,3,6
SP02,G2,P10,03/17/22,11872,565,625
SP23,G2,P14,08/25/21,4746,98,528
SP09,G2,P05,07/15/21,2821,422,177
SP11,G1,P09,06/16/21,15162,37,1896
SP02,G4,P03,08/31/21,4844,22,346
SP07,G5,P22,08/26/21,4102,388,187
SP19,G3,P10,09/01/21,1008,81,54
SP09,G2,P07,11/19/21,8183,98,372
SP12,G2,P17,03/04/21,4872,36,488
SP16,G1,P14,09/09/21,588,167,59
SP17,G5,P21,03/16/21,5978,175,427
SP05,G4,P18,10/28/21,2191,47,244
SP05,G1,P11,02/22/21,1610,167,77
SP01,G5,P18,06/15/21,12670,244,1584
SP01,G1,P15,09/21/21,4018,182,161
SP02,G1,P02,02/22/21,448,183,18
SP13,G3,P02,02/17/22,9772,84,376
SP05,G3,P15,11/08/21,4879,178,188
SP07,G4,P02,01/20/22,4851,80,203
SP08,G2,P03,10/25/21,4788,240,436
SP06,G4,P07,02/04/21,2317,18,106
SP08,G4,P09,02/19/21,12194,15,1109
SP21,G1,P22,02/09/21,11424,52,476
SP19,G5,P01,08/18/21,3192,281,266
SP21,G6,P10,03/28/22,9436,342,525
SP21,G1,P20,07/22/21,10255,215,641
SP02,G5,P04,06/09/21,13566,420,754
SP13,G3,P06,08/11/21,3899,90,260
SP09,G3,P17,02/15/22,273,377,21
SP06,G4,P11,06/01/21,4508,113,215
SP14,G2,P02,01/12/21,1148,45,43
SP09,G4,P11,01/28/21,4466,194,236
SP05,G3,P20,02/03/21,8953,190,498
SP12,G4,P08,02/03/22,5523,24,425
SP17,G2,P06,03/03/22,2800,33,175
SP13,G3,P10,08/26/21,2548,143,142
SP04,G4,P09,02/10/22,11459,178,1433
SP21,G5,P06,07/13/21,10423,156,695
SP03,G1,P06,06/30/21,5334,276,381
SP04,G6,P05,01/26/21,13160,141,693
SP20,G3,P12,10/19/21,6237,170,260
SP09,G3,P03,01/27/22,4158,127,320
SP18,G5,P07,07/27/21,2926,74,118
SP11,G1,P10,07/28/21,1505,287,84
SP02,G6,P22,06/09/21,2275,27,91
SP08,G3,P17,06/29/21,10878,102,1088
SP08,G6,P01,11/15/21,13902,18,1545
SP19,G6,P06,04/19/21,7448,188,466
SP05,G2,P03,12/06/21,7007,123,539
SP25,G6,P13,02/12/21,9401,9,495
SP07,G5,P09,07/29/21,2170,47,217
SP14,G1,P10,02/03/21,9765,14,489
SP17,G3,P21,01/27/22,4900,85,327
SP14,G4,P05,02/10/21,7777,54,410
SP20,G6,P10,05/13/21,7364,30,369
SP17,G5,P04,02/03/21,6398,25,427
SP11,G5,P12,05/12/21,1281,145,52
SP07,G4,P17,01/26/22,4634,376,422
SP18,G4,P20,07/14/21,7637,99,510
SP05,G6,P08,12/30/21,2870,147,221
SP02,G2,P04,04/23/21,11844,454,658
SP12,G5,P10,08/03/21,6475,343,381
SP04,G5,P02,07/28/21,10409,158,434
SP01,G6,P02,09/07/21,1631,61,63
SP10,G5,P19,02/14/22,406,215,17
SP02,G3,P04,05/11/21,7091,192,473
SP09,G2,P08,02/22/22,5131,74,467
SP01,G5,P17,12/06/21,1400,212,128
SP04,G4,P10,04/26/21,12376,31,688
SP14,G1,P05,02/19/21,2821,368,149
SP09,G2,P01,02/18/21,14602,23,1217
SP12,G4,P10,07/19/21,16695,445,983
SP19,G1,P08,02/02/21,6825,97,525
SP13,G6,P09,05/03/21,1148,150,128
SP21,G2,P01,04/22/21,2583,161,235
SP21,G3,P09,01/28/21,532,26,67
SP08,G4,P16,06/09/21,10920,224,1820
SP02,G4,P16,03/05/21,5327,252,666
SP25,G3,P20,11/18/21,1365,32,81
SP05,G5,P04,11/04/21,3213,221,179
SP17,G4,P22,03/22/22,5355,63,215
SP25,G1,P15,03/10/22,3437,59,133
SP17,G3,P09,09/01/21,5733,138,717
SP23,G4,P17,06/16/21,1043,495,81
SP16,G5,P07,03/11/22,12306,253,560
SP20,G3,P22,05/03/21,1008,415,46
SP08,G1,P02,12/31/21,5208,46,209
SP04,G4,P01,12/14/21,2842,254,259
SP01,G2,P17,08/30/21,10017,163,835
SP01,G5,P11,02/17/22,6720,46,336
SP02,G6,P08,12/31/21,280,248,22
SP04,G5,P14,03/08/22,168,46,21
SP24,G2,P19,09/10/21,5033,183,219
SP14,G5,P06,03/03/22,8113,335,580
SP18,G6,P10,02/22/21,5677,133,284
SP11,G3,P03,07/19/21,9205,77,837
SP08,G5,P03,08/09/21,2618,246,238
SP02,G4,P12,01/13/21,9478,108,380
SP18,G3,P19,08/12/21,5033,169,219
SP15,G2,P02,06/02/21,14238,35,548
SP11,G5,P11,01/21/21,14,135,1
SP20,G5,P08,07/13/21,6790,135,523
SP12,G5,P03,02/08/21,1092,279,84
SP20,G4,P15,02/08/21,1729,44,65
SP10,G1,P16,11/30/21,357,258,60
SP09,G1,P18,03/09/21,2163,178,271
SP01,G6,P12,03/10/21,4165,179,190
SP16,G3,P12,06/07/21,6678,237,279
SP10,G6,P13,03/03/21,2289,9,115
SP07,G6,P19,03/16/21,2674,106,112
SP23,G4,P18,08/11/21,13783,225,1723
SP09,G2,P15,12/30/21,6426,195,268
SP17,G4,P09,03/11/21,4270,95,427
SP21,G6,P22,08/31/21,4494,183,188
SP16,G6,P03,01/20/21,3752,161,342
SP09,G5,P08,10/15/21,4599,60,354
SP19,G3,P19,11/17/21,7322,368,349
SP25,G4,P02,02/02/21,427,21,16
SP13,G1,P17,04/07/21,693,296,63
SP19,G4,P22,05/25/21,2422,189,101
SP24,G6,P17,06/09/21,2429,16,203
SP05,G5,P12,05/12/21,8512,143,355
SP08,G5,P17,11/22/21,4823,8,371
SP22,G1,P15,11/02/21,4452,333,172
SP02,G1,P03,03/04/21,2737,49,211
SP24,G6,P09,09/24/21,9345,351,850
SP24,G2,P03,01/12/22,4018,188,366
SP10,G1,P20,02/01/22,4739,49,264
SP11,G4,P17,03/15/21,12012,322,1092
SP22,G3,P10,09/20/21,7756,50,409
SP07,G3,P05,04/20/21,6524,56,344
SP13,G2,P13,01/12/22,11844,232,624
SP07,G2,P13,09/01/21,1743,61,88
SP07,G2,P17,03/21/22,3472,70,348
SP25,G3,P12,04/12/21,13951,8,635
SP08,G3,P10,01/25/22,119,34,7
SP14,G2,P22,08/31/21,21,69,1
SP15,G2,P20,11/03/21,9114,61,507
SP04,G4,P08,04/23/21,5656,35,472
SP09,G3,P21,02/26/21,1274,382,98
SP19,G3,P18,11/11/21,2835,108,355
SP07,G6,P02,03/05/21,16849,254,649
SP20,G4,P13,08/26/21,11319,32,566
SP06,G1,P10,11/16/21,8610,67,431
SP03,G2,P19,02/11/21,3787,15,181
SP21,G3,P08,05/31/21,3955,30,360
SP06,G5,P09,04/05/21,13293,271,1477
SP02,G6,P15,01/05/22,175,555,7
SP10,G3,P22,04/22/21,7567,493,329
SP14,G5,P13,03/04/21,5061,114,231
SP05,G2,P04,02/02/21,7623,9,449
SP18,G2,P19,10/27/21,13048,337,622
SP10,G4,P03,05/17/21,4970,241,383
SP08,G5,P16,02/15/22,4270,505,475
SP15,G3,P19,02/05/21,10871,113,518
SP11,G6,P12,02/14/22,2310,119,97
SP18,G6,P03,08/02/21,10080,90,840
SP09,G5,P16,07/08/21,553,63,93
SP04,G3,P08,03/18/22,2940,356,245
SP09,G6,P08,02/24/21,11949,226,854
SP11,G3,P05,12/15/21,952,57,53
SP17,G2,P13,11/02/21,8442,15,423
SP09,G1,P20,01/06/21,3052,280,204
SP19,G1,P05,12/14/21,13356,404,786
SP16,G2,P05,12/21/21,6951,206,435
SP21,G4,P10,12/31/21,5978,190,333
SP08,G1,P11,01/25/22,1855,92,89
SP15,G4,P09,02/14/22,5376,88,672
SP01,G4,P05,09/22/21,6076,385,380
SP03,G4,P20,09/10/21,1043,250,58
SP24,G4,P12,06/09/21,9352,154,390
SP12,G2,P13,02/10/21,1624,171,78
SP17,G5,P07,10/06/21,19894,256,865
SP07,G1,P01,08/12/21,7595,37,760
SP21,G3,P22,11/18/21,10017,111,418
SP20,G4,P05,09/30/21,1414,199,84
SP14,G3,P10,02/10/21,161,297,9
SP11,G4,P15,02/07/22,6706,59,269
SP20,G2,P10,08/03/21,3486,217,206
SP20,G2,P03,09/24/21,7168,29,652
SP14,G3,P21,08/05/21,1883,103,118
SP16,G3,P22,03/15/22,8659,5,377
SP12,G6,P19,10/05/21,9107,87,414
SP08,G4,P07,06/09/21,13706,51,623
SP19,G3,P02,06/16/21,19054,45,733
SP20,G2,P16,12/22/21,8974,61,1122
SP12,G5,P20,11/11/21,2359,23,132
SP06,G2,P12,07/20/21,1526,124,70
SP17,G5,P12,01/05/21,10822,283,471
SP18,G4,P01,11/26/21,4018,38,335
SP08,G5,P15,12/07/21,7364,84,295
SP25,G2,P20,12/02/21,9016,193,602
SP21,G3,P21,11/11/21,9786,147,753
SP03,G5,P08,06/09/21,2632,481,240
SP23,G6,P12,12/08/21,6930,161,289
SP18,G5,P08,11/25/21,1407,356,109
SP23,G4,P03,02/12/21,27146,329,1939
SP19,G1,P19,11/26/21,637,78,31
SP21,G5,P21,10/28/21,7406,100,494
SP15,G3,P21,07/08/21,5103,216,393
SP15,G6,P09,03/30/21,840,264,105
SP06,G1,P08,09/17/21,11830,412,910
SP12,G1,P18,03/30/22,8281,363,921
SP25,G6,P05,08/11/21,9093,22,535
SP04,G6,P21,02/04/22,4606,192,355
SP04,G6,P19,06/09/21,3066,163,134
SP04,G3,P20,05/19/21,8946,60,527
SP16,G4,P01,11/04/21,4564,213,381
SP01,G4,P02,03/05/21,3696,61,143
SP04,G1,P14,07/29/21,4543,98,505
SP15,G4,P06,02/02/21,931,70,67
SP04,G1,P13,09/21/21,8316,98,438
SP06,G6,P20,11/02/21,8106,183,451
SP01,G5,P09,09/21/21,2121,249,213
SP08,G4,P19,11/02/21,6790,200,283
SP08,G3,P19,06/24/21,6566,202,274
SP10,G1,P19,05/24/21,6706,542,292
SP05,G2,P17,03/16/21,1393,27,140
SP02,G3,P03,07/02/21,4368,11,398
SP12,G1,P22,01/04/21,1694,97,77
SP12,G2,P12,11/03/21,3094,96,124
SP14,G2,P20,01/24/22,2177,112,137
SP13,G3,P08,01/05/22,5488,61,499
SP14,G4,P09,11/18/21,3017,103,302
SP13,G2,P22,01/18/22,1435,283,58
SP01,G3,P10,08/25/21,2324,174,130
SP25,G4,P18,12/21/21,9443,3,945
SP23,G2,P04,02/03/22,18116,13,1133
SP10,G2,P13,09/03/21,616,176,28
SP05,G6,P07,02/03/21,5313,9,231
SP07,G2,P19,01/20/22,9541,122,398
SP05,G6,P03,06/29/21,3668,170,334
SP25,G2,P11,12/17/21,6993,20,350
SP15,G1,P14,11/26/21,8680,455,868
SP23,G4,P14,11/25/21,2002,125,223
SP23,G6,P17,01/11/21,7707,313,643
SP18,G6,P22,10/06/21,490,36,22
SP11,G3,P19,03/08/22,13685,116,595
SP05,G5,P01,10/14/21,6244,186,694
SP08,G3,P12,04/29/21,3731,291,156
SP16,G5,P06,08/27/21,4242,378,266
SP21,G3,P12,05/04/21,11193,76,448
SP22,G3,P15,03/08/22,12740,105,531
SP17,G4,P06,07/30/21,6671,33,393
SP23,G6,P16,03/03/21,12670,206,1810
SP21,G6,P06,02/18/22,7217,96,452
SP10,G3,P09,10/29/21,6762,180,615
SP14,G2,P10,04/22/21,12579,88,699
SP18,G5,P19,08/09/21,315,158,14
SP04,G6,P13,12/14/21,12061,397,549
SP06,G6,P09,03/11/22,2786,98,349
SP01,G2,P09,06/17/21,4753,339,433
SP06,G3,P18,04/23/21,11823,27,1183
SP01,G1,P05,04/28/21,3661,101,204
SP05,G2,P20,12/31/21,2009,118,126
SP21,G4,P01,03/31/21,8456,178,705
SP07,G2,P10,06/09/21,560,67,32
SP05,G2,P15,01/13/21,5355,141,224
SP02,G2,P19,01/20/21,14805,327,644
SP09,G1,P21,02/08/21,6867,172,529
SP04,G4,P14,06/17/21,8085,26,809
SP08,G2,P19,08/10/21,11445,14,498
SP06,G1,P14,11/04/21,1022,139,114
SP25,G3,P05,08/27/21,8890,243,556
SP21,G3,P04,11/17/21,2604,136,174
SP23,G4,P05,03/16/21,2177,170,121
SP14,G6,P20,05/26/21,2723,245,171
SP22,G5,P15,01/07/21,5439,371,202
SP02,G1,P19,11/10/21,18599,133,775
SP05,G6,P02,01/10/22,8582,228,344
SP25,G1,P19,02/02/21,784,178,33
SP15,G3,P22,05/14/21,3031,33,122
SP13,G4,P09,03/25/22,1141,71,104
SP15,G3,P17,07/19/21,3563,291,324
SP04,G6,P08,11/23/21,406,339,37
SP16,G4,P22,09/27/21,1953,70,89
SP16,G5,P14,03/19/21,12747,36,1417
SP07,G5,P18,01/24/22,756,158,76
SP22,G4,P11,02/08/21,18571,539,845
SP13,G6,P16,04/20/21,3010,77,377
SP07,G4,P22,03/15/21,4249,97,170
SP03,G5,P09,02/18/22,1288,47,144
SP13,G2,P06,03/29/21,1085,66,78
SP08,G2,P05,02/12/21,28,78,2
SP06,G2,P16,06/29/21,4403,420,490
SP05,G3,P08,02/07/22,6279,51,483
SP07,G1,P09,08/30/21,9030,319,821
SP01,G6,P22,01/13/22,1484,144,60
SP05,G6,P05,01/06/21,10276,211,571
SP22,G1,P06,01/12/21,6713,176,420
SP22,G2,P12,03/04/21,9688,153,422
SP19,G2,P13,10/19/21,10633,271,484
SP05,G2,P21,03/03/22,6405,179,458
SP06,G3,P17,08/24/21,7112,152,647
SP07,G1,P12,02/08/21,665,180,28
SP23,G1,P15,03/07/22,9912,230,397
SP24,G5,P18,09/24/21,6923,180,693
SP07,G4,P03,06/24/21,2674,129,191
SP19,G3,P05,12/15/21,1064,283,56
SP10,G4,P16,02/22/21,15351,116,2559
SP23,G1,P07,07/19/21,7203,21,301
SP25,G3,P15,03/25/21,8036,352,335
SP11,G3,P10,03/23/21,1869,61,99
SP14,G3,P19,07/29/21,8008,14,334
SP12,G4,P17,03/24/22,5558,45,428
SP18,G1,P04,09/21/21,6860,87,429
SP11,G5,P21,09/24/21,3815,50,255
SP07,G4,P21,12/29/21,3234,206,249
SP06,G2,P19,01/06/21,4403,67,201
SP14,G1,P11,10/25/21,5803,46,264
SP13,G4,P20,08/25/21,5068,262,338
SP07,G6,P18,12/01/21,6790,146,970
SP06,G1,P17,06/17/21,4172,137,321
SP25,G1,P08,03/11/21,10066,217,775
SP15,G3,P20,02/04/21,1239,38,78
SP11,G1,P02,10/27/21,9646,172,402
SP09,G5,P12,05/21/21,15925,8,637
SP18,G3,P04,09/06/21,672,96,45
SP20,G3,P09,06/29/21,1890,114,237
SP22,G2,P08,10/14/21,2674,41,191
SP11,G3,P13,08/20/21,7175,32,327
SP05,G1,P03,07/09/21,2044,9,158
SP19,G1,P09,03/10/21,252,327,23
SP17,G6,P16,08/17/21,1820,338,304
SP24,G4,P14,02/01/21,7210,192,721
SP19,G5,P05,03/18/22,987,386,55
SP18,G2,P07,12/31/21,8687,45,378
SP23,G6,P18,02/23/22,13510,349,1930
SP12,G3,P09,10/18/21,10983,112,999
SP08,G2,P07,10/18/21,6321,9,288
SP22,G2,P20,07/13/21,1876,52,111
SP10,G3,P10,08/20/21,1785,221,105
SP18,G6,P05,07/08/21,11312,33,596
SP11,G6,P10,12/09/21,5215,22,290
SP03,G5,P20,08/03/21,15120,128,890
SP19,G4,P18,10/18/21,1960,23,245
SP12,G3,P06,01/29/21,980,135,70
SP25,G4,P16,05/26/21,6377,389,709
SP16,G6,P07,10/05/21,4543,88,190
SP07,G6,P03,02/15/22,7497,516,577
SP20,G3,P13,11/25/21,2989,126,158
SP24,G6,P05,02/02/21,1057,167,63
SP16,G2,P06,05/13/21,1659,74,119
SP20,G3,P14,05/26/21,6839,258,855
SP10,G2,P01,02/02/21,4277,83,476
SP21,G1,P16,03/16/22,8197,260,1367
SP12,G1,P03,02/23/22,700,274,54
SP07,G1,P07,01/25/22,2240,119,102
SP10,G6,P17,03/26/21,8155,76,816
SP18,G1,P18,01/20/22,7252,69,907
SP11,G6,P17,10/27/21,4494,35,375
SP06,G5,P22,03/08/22,11410,241,497
SP14,G2,P18,10/15/21,14245,72,1583
SP11,G5,P17,03/28/22,9268,25,713
SP21,G5,P17,01/21/22,7182,119,553
SP24,G4,P22,06/03/21,4802,191,209
SP01,G4,P22,07/13/21,9240,72,420
SP22,G4,P16,03/01/21,1589,292,199
SP23,G3,P02,01/14/21,4557,13,190
SP02,G5,P05,01/26/22,4466,15,249
SP01,G4,P15,02/23/21,6818,268,273
SP05,G5,P21,04/20/21,4767,86,367
SP07,G1,P21,04/07/21,17136,3,1143
SP01,G2,P15,10/05/21,784,127,33
SP11,G4,P10,06/04/21,12047,202,603
SP14,G6,P15,03/07/22,1925,180,75
SP03,G1,P07,03/25/21,5222,267,218
SP17,G2,P10,03/24/21,4088,16,205
SP11,G6,P04,02/11/21,8806,218,490
SP24,G3,P15,01/24/22,280,263,12
SP06,G4,P02,09/02/21,7217,114,301
SP12,G5,P07,02/16/21,8645,135,346
SP14,G6,P04,04/28/21,11025,2,735
SP04,G3,P19,03/23/21,2702,292,113
SP19,G6,P11,03/03/21,5523,175,252
SP10,G2,P14,07/02/21,13559,4,1695
SP12,G6,P13,10/29/21,7735,32,369
SP09,G2,P12,03/04/22,11963,55,521
SP21,G5,P09,05/20/21,2373,4,297
SP19,G3,P08,04/23/21,3332,78,238
SP15,G6,P19,03/26/21,6118,115,279
SP02,G6,P12,10/11/21,6937,61,290
SP08,G4,P21,11/17/21,8736,42,624
SP07,G1,P18,05/11/21,994,424,100
SP25,G4,P13,03/07/22,8449,259,423
SP05,G3,P03,09/13/21,1589,201,133
SP25,G5,P08,02/15/21,2009,59,144
SP19,G4,P17,11/19/21,4802,259,370
SP21,G5,P15,03/28/22,14350,116,574
SP01,G2,P02,01/26/22,7504,189,301
SP10,G4,P13,11/16/21,3136,128,166
SP14,G3,P20,01/29/21,1302,108,82
SP14,G1,P17,03/03/21,4711,46,363
SP24,G5,P14,01/26/21,4053,4,406
SP22,G1,P12,02/01/22,5978,279,240
SP18,G3,P22,04/14/21,3787,292,158
SP20,G3,P06,11/04/21,5446,92,321
SP08,G1,P20,05/26/21,3640,380,203
SP12,G4,P11,01/24/22,630,112,34
SP24,G4,P20,12/30/21,1995,62,118
SP13,G6,P12,12/03/21,2009,7,84
SP12,G3,P21,07/16/21,3339,272,223
SP16,G1,P07,06/08/21,2429,236,102
SP08,G5,P06,11/29/21,12229,97,765
SP22,G6,P08,06/11/21,2163,106,155
SP05,G3,P16,03/03/21,11242,96,1406
SP13,G6,P06,01/08/21,2163,21,128
SP21,G1,P01,03/16/21,2142,191,179
SP04,G5,P01,07/28/21,5698,46,518
SP11,G4,P21,07/05/21,3206,198,229
